vendor_id,passenger_count,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,hour,day,month,weekday,is_weekend,distance_km,trip_duration
2,5,-73.77333300455354,40.78710673602851,-73.98612221485521,40.71155698400206,17,18,2,2,1,17.54,3464
1,4,-73.87222954517055,40.78462718114713,-73.92724318758405,40.719615625477445,5,14,5,5,0,12.55,2324
1,6,-73.93602271271139,40.765089593533965,-73.75246409341362,40.725294808256386,19,7,10,4,1,7.66,1545
1,2,-73.89941932576573,40.742257782168544,-74.04974389076878,40.83291107352531,2,25,9,6,1,6.28,1036
1,6,-73.86847862396867,40.72543256848562,-73.9908382308307,40.782364078133156,18,15,8,5,1,19.92,3808
1,1,-73.88203284044626,40.76051964045736,-73.99348210527893,40.684482145750046,2,9,9,5,0,25.53,4710
1,6,-73.90407848933914,40.68134699938025,-73.83486415434031,40.670699933450436,11,15,9,4,0,12.27,2545
2,3,-73.89852015877318,40.83707699411909,-73.94425458172059,40.680680885953464,7,27,8,1,0,16.74,3237
1,5,-73.99707642687163,40.75953479641965,-73.91282175862246,40.68798405562082,4,16,9,4,0,21.35,3864
2,5,-73.80618012870859,40.69846233775797,-74.00541276085903,40.680640368093485,16,9,4,0,0,2.22,666
2,6,-73.88747190401769,40.72892956719474,-73.92850088833691,40.77487141838233,9,27,8,2,0,10.85,2339
1,2,-74.01067604148858,40.80725065355292,-74.01904005642825,40.655505372344656,20,7,2,5,0,22.03,3912
2,2,-73.82015286952516,40.66555553336067,-73.89008701363342,40.71521886773575,16,7,9,6,1,20.7,4079
2,3,-73.77026680648679,40.69442383694126,-74.02061849038515,40.76751178605348,8,17,9,3,0,2.07,782
2,1,-73.76580793022892,40.77949176500204,-73.81284748564805,40.693989194267445,12,11,11,2,1,7.52,1216
2,6,-73.93929468027665,40.69940762542609,-73.88001948473786,40.644360364634366,9,27,3,6,0,20.56,4093
1,5,-74.00934493793177,40.80435037000952,-73.83280963786794,40.64800126302612,7,6,6,5,1,8.51,1666
2,6,-73.89448011201007,40.65869976717902,-73.92444508400419,40.65771269078704,6,14,12,1,1,24.53,4444
1,3,-74.01621723119523,40.79779095750001,-73.93555261202734,40.813885465470996,1,15,7,5,0,1.37,237
2,4,-73.76980377444622,40.64503737726713,-74.02053733328533,40.77472997123309,1,21,3,6,1,6.12,1114
2,4,-73.99492611179345,40.63277037478685,-73.89284331788716,40.644194930441486,3,8,5,4,0,8.8,1586
1,3,-73.97417024201465,40.82760917414308,-73.89564935054287,40.716035153413316,8,24,1,2,1,27.8,5274
2,5,-73.9280090419345,40.75789462772511,-73.90956938666511,40.69128873802636,13,27,11,4,1,23.99,4336
2,3,-73.93505065943226,40.7074019173591,-73.82784449059527,40.757168824558335,23,4,3,5,1,26.58,4842
2,5,-73.81160113228063,40.68117082013205,-73.80024867999029,40.74501730892791,10,1,12,1,0,13.49,2810
1,2,-73.9131049538347,40.76571487231738,-73.82476309751544,40.73584728514134,20,6,8,6,1,24.77,4492
2,3,-73.998769521999,40.74198048037808,-74.00684027715795,40.69919272148198,6,26,3,4,1,25.68,4583
1,5,-73.96983703135417,40.848151510616596,-73.86338214721536,40.66031594984968,18,1,8,3,0,12.3,2693
2,3,-73.89726598444375,40.84630751706383,-74.02590306829313,40.793322804231984,3,21,9,5,0,29.84,5584
1,3,-74.00576382477216,40.76970540455115,-73.84161331376785,40.82356848914539,1,5,6,1,1,25.61,4485
1,5,-73.8665032973062,40.7274315113433,-73.93544827103166,40.837713200031224,22,19,7,2,0,29.24,5332
2,5,-73.88027580803465,40.73805101320963,-74.01025031312011,40.64289617353499,21,5,6,6,0,26.06,4684
2,1,-73.83558930508532,40.78014539457211,-73.79138474290716,40.792779916549556,20,22,8,2,0,23.4,4333
1,3,-73.7686886153862,40.65234639973178,-73.86579749828832,40.78983076106953,22,5,7,3,0,28.34,5129
1,4,-73.77632363166965,40.70223745623836,-73.94358250961574,40.83836411511203,18,17,10,0,1,12.88,2664
2,3,-73.76617731457935,40.64655989302079,-74.04078184610485,40.68564121078951,20,28,1,4,0,23.61,4339
1,3,-73.9765853208929,40.646139367093724,-73.88880692229891,40.793279388424935,17,12,3,5,1,6.78,1514
2,5,-74.0105304080082,40.67308463321673,-73.77303223645413,40.64201778352863,20,7,3,2,0,22.12,4232
2,3,-73.95931698985106,40.736755716010514,-73.87108605018929,40.768874058567555,6,15,3,5,0,23.67,4351
2,6,-73.7814744481701,40.80265035065582,-73.75850481861416,40.70718652129148,10,19,4,3,0,21.64,4366
2,3,-73.75838395761295,40.7368090960565,-74.00906466451886,40.799160076700446,9,23,1,4,1,25.57,4906
1,6,-73.79220251467886,40.703804854323394,-73.87950846862155,40.81992694301579,10,21,11,1,1,12.69,2629
2,4,-74.01699468366174,40.64811765787409,-73.81056248559807,40.71026062928786,22,13,2,5,1,16.57,3119
1,5,-73.76577160058206,40.75106501510029,-73.89233778066229,40.74562894039385,8,12,12,3,1,0.81,581
2,3,-73.92299259179477,40.6896790890263,-74.02268009320376,40.65582889371999,2,19,5,6,0,4.81,745
1,6,-74.04720691277129,40.76528551914178,-73.87513419953584,40.72171953234917,23,13,11,1,1,19.5,3585
2,6,-73.91728187777554,40.844981302609135,-73.86647862824725,40.70937608651702,4,27,6,6,0,17.09,3193
1,6,-74.03617924909736,40.65448915072506,-73.83138722545739,40.670287161152594,22,6,9,1,1,6.32,1181
1,2,-73.88683662365166,40.67666758771883,-73.82163654545036,40.826785297448694,0,1,2,1,0,7.68,1447
2,1,-73.94843379176888,40.73408079838187,-73.81876819353681,40.662579324368835,0,6,12,4,1,10.65,1916
2,4,-73.90796951992178,40.84309503937611,-73.8509666819083,40.76986265865664,19,13,9,0,0,21.63,3963
2,3,-73.86604889177707,40.7997981507794,-73.9852566440744,40.82583138156558,4,13,7,5,0,18.49,3200
2,2,-73.78935967125466,40.82761042249582,-73.92872927324815,40.830633087569915,18,13,9,1,1,2.55,895
1,3,-73.85142952705841,40.70341726666468,-73.81716100821568,40.80451273396493,5,20,4,2,1,22.92,4126
2,3,-73.91978533945654,40.84824846423129,-73.76397190497975,40.66875104945232,2,4,7,4,0,8.25,1537
1,5,-73.80417164389888,40.652623219534114,-74.02631591054902,40.80983491002705,20,5,1,4,0,20.32,3707
1,5,-73.77832535872805,40.64165403933014,-73.88933899666084,40.69084425873144,12,13,8,1,1,4.14,696
2,5,-74.01407201007034,40.81823257795189,-73.9562433186027,40.83292756603515,16,9,7,2,0,29.94,5683
1,2,-73.89042010673415,40.83399827144554,-73.98238183170496,40.785999069913245,2,17,7,3,1,2.87,576
1,3,-73.96464641207726,40.64992877866015,-73.89825679494409,40.80275886342196,22,3,2,4,0,22.38,4110
1,1,-74.03588164063692,40.65495403388409,-73.86817319783304,40.64870713977043,2,27,10,1,1,16.47,3237
1,4,-73.84943599146581,40.63729831470627,-74.04706833057415,40.75820832495758,20,20,9,5,1,3.04,529
2,5,-73.79116876676223,40.6529916637814,-73.81593802833964,40.81065126791771,22,18,11,1,1,1.29,482
2,5,-74.00112920365677,40.676072359696064,-73.80403536062217,40.81954987760995,12,25,8,5,0,11.2,1962
2,3,-73.80627590271283,40.843416856160204,-73.76034675262962,40.636298975041406,1,27,1,5,1,24.17,4439
2,3,-73.79398127993892,40.776929248892735,-73.99580688003259,40.836615031162125,2,15,11,0,1,1.71,359
1,2,-73.77569786720005,40.801281665614084,-73.87163423129171,40.639534521326546,19,23,1,0,1,21.28,4135
1,2,-73.97041447327418,40.800750668812135,-73.92201238795708,40.765194109528466,15,1,5,6,1,19.83,3588
2,5,-73.77881408044303,40.74771622495143,-73.94955164453339,40.78254525607537,20,9,2,3,1,8.33,1474
2,3,-73.95380117357907,40.80544757509686,-73.88030996456875,40.65361596405694,11,6,1,3,0,2.79,640
2,1,-73.88429859596334,40.761077657125796,-73.81528507203294,40.640562610434024,8,18,10,5,0,27.5,5158
1,4,-74.03484775875032,40.699200141472744,-74.04308416496643,40.80268067397916,15,1,12,3,0,9.36,1762
2,3,-74.03683567348938,40.75344422392905,-73.75917996623015,40.714627537455435,3,22,11,6,1,3.79,802
2,3,-73.83388803618034,40.747371888949594,-73.80703552428828,40.65356475336933,19,7,8,3,0,20.6,4204
2,6,-73.91665600660666,40.81115967182705,-73.82465388890633,40.79778691960529,17,10,12,1,1,6.89,1716
1,2,-73.97311228738923,40.845979987823966,-73.82188378534585,40.8168158754316,0,6,4,1,0,14.53,2704
1,4,-73.99287595119253,40.72042936439261,-73.9332817871144,40.759224961966936,6,7,2,1,0,1.99,321
1,5,-73.84901395274224,40.7979459492571,-73.82451383474655,40.66547209785563,19,6,5,2,0,29.79,5617
1,3,-74.04987953679239,40.65194786088839,-73.93396893741911,40.63334894372813,11,8,12,5,0,13.7,2359
1,5,-73.80823264924095,40.800902901278626,-73.78038795112757,40.78417654588643,7,2,11,3,1,29.97,5596
1,3,-74.02622511816102,40.71171172063851,-73.99683328500805,40.75103072846157,7,9,12,2,0,11.88,2468
1,5,-73.99255311552756,40.63866583583573,-73.96229577273546,40.77317537117842,23,25,6,4,0,10.76,1899
1,4,-73.93412908141028,40.709914159283684,-73.88459873719027,40.80890062744391,21,27,8,5,1,27.48,5130
2,2,-73.90454237808517,40.764341405202764,-73.95423668923381,40.72553011093846,8,9,7,6,0,10.22,2090
2,4,-73.94350146525582,40.656235036889925,-73.92272882641142,40.6573934031434,13,7,7,4,0,13.24,2434
1,6,-73.95378635050471,40.833287588334656,-73.90227319318042,40.836796322785986,19,9,1,1,1,2.8,832
1,1,-73.76082519637805,40.64708793092003,-73.79309399535595,40.74995766799431,4,17,3,4,0,28.69,5005
2,2,-73.85752609562698,40.8346014783633,-73.89304232391738,40.76536470619948,19,3,3,1,0,3.01,992
1,4,-74.04297011338979,40.785570253945856,-73.94126204541563,40.835350514501386,20,16,7,6,1,23.25,4308
1,6,-73.9209472274667,40.70253667859113,-73.97567915078946,40.83494840438826,1,16,12,5,1,16.39,3107
1,1,-73.78749739007681,40.715965076496005,-73.92739720636234,40.7558608134802,20,2,2,5,0,2.31,497
2,6,-73.9595631440768,40.792978060241204,-73.89527916867569,40.69547451343872,9,11,10,6,0,0.55,367
2,3,-74.02163309656768,40.76232364219387,-73.82616554283902,40.8493649994828,23,16,7,6,0,28.1,4999
2,3,-73.82248456852302,40.77776144272009,-74.0136853671483,40.77977975978978,8,15,9,3,1,22.39,4414
2,5,-73.86819585041917,40.71561621563297,-73.98351724352825,40.71985606891626,6,1,1,2,1,20.75,3970
2,2,-73.87890624765205,40.73731896599767,-73.93610379523939,40.75316409662779,22,21,12,1,0,13.44,2485
1,3,-74.03392703211777,40.84777084648834,-73.94188047846414,40.72148349105897,21,17,2,0,1,7.54,1504
2,6,-74.00785029706134,40.67706303150994,-73.93247557371843,40.825427133505265,17,3,11,6,1,20.56,3997
1,2,-73.86323518113606,40.72192836103487,-73.8119436206079,40.73614986247047,11,22,6,0,0,18.44,3470
1,3,-73.98765284756234,40.69420110126627,-73.95275367911134,40.811176242715874,10,22,2,3,1,21.93,4227
2,5,-73.89877897607548,40.79832453229677,-73.8994305458792,40.81483878552106,9,19,12,6,1,11.29,2411
2,4,-73.88653549419118,40.798082777646464,-73.86282789014263,40.81135311430176,12,20,2,2,1,29.61,5325
1,5,-73.96494784291872,40.69433800141943,-73.98034643494492,40.78888149474465,8,7,5,1,1,2.48,903
1,1,-73.76547245333755,40.64790586965926,-73.83439138385573,40.81807309769767,15,22,7,3,0,2.85,631
1,3,-73.79726076794933,40.632515188867885,-73.88586660407852,40.71519050751706,20,11,4,2,1,27.55,4811
2,1,-73.83328794771016,40.724039117313346,-73.91596565109059,40.65522590535123,21,18,6,0,0,19.61,3698
2,1,-74.02660184007718,40.72027427075387,-73.8070647919785,40.815339924961954,16,25,12,1,0,10.13,2418
2,6,-74.01816099420729,40.84744577330077,-73.97695142224444,40.73959705145122,4,14,3,2,0,22.98,4153
2,2,-73.90216559624051,40.73335645665349,-73.7850472088157,40.65802272715613,5,16,4,4,0,13.86,2499
2,6,-74.0017859952427,40.686412041306596,-73.88168537938999,40.655368754880044,9,6,4,1,1,1.12,710
1,3,-73.75652036094115,40.826070477026924,-73.8672475361861,40.66503332668218,10,2,4,4,0,19.71,3885
2,1,-74.00244392979178,40.73803494892379,-73.78748231074931,40.79521411712677,1,23,12,5,0,7.67,1390
1,4,-73.90375964936081,40.76181863974633,-73.8047251936452,40.786388468162585,6,11,1,5,1,3.9,969
1,1,-73.94076368294755,40.65104711629421,-73.86953137935343,40.67484010964068,13,11,4,5,1,7.15,1134
1,4,-73.85818407356376,40.71424160961255,-73.82404368884555,40.81632315198416,3,26,4,3,1,14.55,2564
2,6,-74.01128907733317,40.83772920838423,-73.92000415293013,40.69188485501622,4,10,6,2,0,1.97,464
2,6,-73.92090507158728,40.759691184518594,-73.88578667395008,40.80445682832929,18,4,9,5,0,26.55,4944
2,2,-73.96758849015785,40.70579040813134,-74.03137895898745,40.73753729970169,20,17,10,6,1,17.02,3038
1,1,-73.78367454259849,40.76764677973895,-74.02304262459998,40.79094071015849,19,10,6,2,1,9.14,1909
1,5,-74.0378242863596,40.830290439707184,-73.8011723787441,40.71390528587619,9,9,6,2,0,20.77,4204
1,6,-73.77588175179807,40.690277932103974,-74.03209850329524,40.70637093136085,5,13,7,2,1,24.22,4502
1,6,-73.8001017584341,40.74112567806355,-73.99918026231022,40.815099111771055,1,11,7,1,1,18.61,3207
1,2,-73.96072878506776,40.84091194386059,-73.81125020231487,40.6377664959931,2,10,1,6,0,6.47,1101
1,4,-73.81321280359687,40.66792715152566,-74.04965621481152,40.84444212839665,14,24,8,4,1,3.75,632
2,2,-74.04063593189838,40.78832606363128,-73.96527870134624,40.77259950281839,9,5,1,4,1,25.87,4950
2,1,-73.75994033491199,40.76518582180466,-73.87478840265202,40.72514634540388,16,3,9,3,1,7.42,1513
2,3,-73.89202151722306,40.77952852885094,-73.87136502055921,40.7681719968531,6,4,4,5,1,1.09,280
2,3,-73.95901569218036,40.70726831874687,-73.81685412753116,40.657003008220975,1,3,9,3,1,19.47,3451
1,4,-73.9412250362216,40.69905346216643,-73.89822212365235,40.743091540164585,6,10,8,2,1,5.01,1012
1,6,-74.03007839396184,40.78052612752944,-73.89717943914071,40.846721015134754,14,24,9,0,0,29.73,5411
2,4,-73.75319514578739,40.677419522723,-73.83240682733779,40.681759276326275,2,13,6,0,0,26.16,4632
1,6,-74.03821241645478,40.72232404386898,-73.90041266102011,40.788901181788,4,5,9,6,1,18.45,3547
2,6,-73.85352786305565,40.671398422131645,-73.86745267403091,40.725693702682975,21,13,4,2,0,25.1,4748
2,3,-73.91717922168806,40.63182706504713,-73.78066777952348,40.773540792667355,7,27,3,5,1,14.38,2953
2,4,-73.76532513454339,40.84341261920838,-73.92956469771629,40.67507519031219,3,24,3,4,0,23.76,4288
1,2,-73.97620007790796,40.724974655304415,-73.93446247872423,40.73350229617587,17,1,8,3,1,19.57,3715
2,6,-73.89037395281859,40.84325691517236,-74.04893530244057,40.84562039704904,18,25,2,1,0,1.35,731
2,5,-73.90529313742518,40.66087117434893,-73.86597212154363,40.67296317322352,7,11,12,0,1,28.49,5576
2,5,-73.83914006678496,40.75922069148065,-74.04106842777786,40.770017906126725,22,26,6,6,1,25.9,4614
1,2,-74.02959693041427,40.67421428721408,-73.8987554530815,40.756631504728695,5,3,9,3,1,28.63,5090
1,5,-73.99186326099299,40.803816307931925,-73.80872986329034,40.75431134898389,4,17,9,0,0,22.08,4079
2,1,-73.98563055397214,40.802414657527414,-73.8850236788441,40.76532712372336,4,19,8,4,0,12.66,2147
1,6,-73.8285547735475,40.65477357278865,-73.96910915043499,40.74049235421141,16,13,8,4,0,6.61,1474
1,2,-73.99325839110197,40.83065417963281,-73.8141494735652,40.63372476505669,5,16,1,2,1,5.81,940
1,4,-73.87795247083271,40.67281852238471,-73.96908489877524,40.82802129852189,12,18,11,2,0,4.78,779
1,6,-73.98542685384972,40.764855015149664,-73.83009046571622,40.81193534204649,8,23,7,0,0,7.01,1535
1,2,-73.79151251497481,40.8468393964193,-73.86692246344293,40.66831688980265,23,26,1,0,1,16.74,3141
1,3,-73.76734436365311,40.824127237648604,-73.9990011109756,40.72092009902335,11,20,9,3,1,20.67,3540
1,4,-73.89445210751732,40.84044406428346,-73.77845983754675,40.79952077575258,9,23,3,2,0,9.76,2148
1,3,-73.94430733473725,40.70537172966799,-73.98980689511284,40.845613709385205,0,19,1,6,1,16.69,3065
1,6,-73.97978266749475,40.653226641288285,-73.7531238777578,40.8392501502172,10,6,8,6,0,10.57,2378
1,4,-74.03506569954308,40.67143631212368,-74.04780685340351,40.82785902392876,5,23,7,4,1,21.05,3859
2,5,-73.96944997714075,40.74010887691686,-73.97095498685712,40.664842257405816,2,7,2,5,1,29.66,5343
2,2,-73.8537292660164,40.80451052922013,-73.99004191081774,40.83118452332198,5,15,7,3,0,20.83,3671
1,6,-73.88991492060724,40.66303380172045,-74.04580197694885,40.82325788084924,8,5,5,3,1,2.24,882
2,1,-73.76678761651573,40.77514093709737,-73.8302896299558,40.71292898045661,21,16,7,1,1,14.58,2694
2,4,-73.93111682125249,40.70118707288869,-73.84197225937012,40.71679497079798,7,6,10,6,1,23.23,4462
1,4,-73.84184099730147,40.705064455926276,-73.81229471069352,40.73117996283014,14,3,12,5,1,16.5,3119
1,6,-73.90320317575747,40.77562190063475,-73.97299043606063,40.774358638812615,21,12,7,4,1,28.56,5147
1,6,-73.89622713522273,40.73273987229731,-73.91669944987511,40.687383835516265,5,4,2,3,1,2.12,441
2,3,-73.96966770561876,40.80864732446572,-73.85226594351353,40.63504865447679,22,27,2,5,1,9.09,1593
2,5,-73.9135147669474,40.66430207212582,-73.91806944883355,40.661070495411394,10,22,7,1,1,7.01,1675
1,3,-73.90876450089618,40.80378861934875,-73.84080226890462,40.726825499666894,9,3,3,5,1,23.14,4375
1,3,-73.83800724347532,40.64413175457263,-73.85980797746787,40.692040565273764,10,16,4,2,1,15.95,3165
1,5,-73.76780800024416,40.67269185365404,-74.01560565909334,40.79819364342795,3,16,7,4,1,4.58,795
2,1,-73.95120361675525,40.7743529371907,-73.8156870636769,40.653471815520845,12,23,2,2,1,8.93,1649
2,3,-74.03733985942561,40.818083644432434,-73.83379709227225,40.83184234962206,7,19,2,1,0,15.92,3242
2,3,-73.9011114623498,40.68558951810266,-73.85324968371478,40.82697197958766,19,15,9,6,1,29.89,5577
2,4,-73.88666160035525,40.701982153282366,-74.00347191811869,40.829926499725325,14,9,11,4,1,11.25,2113
1,5,-73.99946783466042,40.748166564623084,-73.96960106536139,40.79271419969273,6,20,1,0,1,5.13,796
1,2,-73.82186061811719,40.67654601742765,-73.93204689052372,40.6535399937264,0,2,12,0,0,15.16,3011
1,1,-73.75452126746755,40.80845437754925,-73.96602111350306,40.726390265701305,8,6,12,0,0,9.65,1985
1,1,-73.76626758489746,40.80020006190127,-73.98165691279716,40.658909181797206,22,14,3,5,0,17.2,3231
2,5,-73.9908681883529,40.66196417663247,-73.80839269895147,40.84729382240744,7,9,10,3,0,14.27,2942
2,6,-73.78739102802977,40.732042540999664,-73.85853032609194,40.70326845314771,1,10,4,5,1,20.84,3840
1,6,-73.83865190907649,40.80046210866402,-73.88035836053493,40.75877271921581,13,26,5,5,1,27.47,4864
1,4,-73.91384603085793,40.70421249684275,-73.98221418674402,40.80146647193373,11,18,3,5,1,6.42,1296
2,4,-73.88781670170258,40.7692835009979,-73.77457703131941,40.83253553852964,22,15,9,5,0,24.72,4495
1,5,-73.79511994750526,40.641046886720666,-73.9926450882708,40.7962204996851,16,4,5,6,1,28.5,5536
2,4,-73.90595951810849,40.76391152731645,-73.8115147201526,40.77839083132857,18,5,7,0,0,11.52,2402
1,1,-73.93803778926846,40.663583655600135,-73.75999819998842,40.7325159920484,5,25,11,3,0,3.85,718
1,1,-73.9020257520922,40.81272833152518,-73.83187218123273,40.763188029425116,20,23,7,3,0,24.75,4358
1,2,-73.87626105878948,40.708198881987705,-73.7521423674446,40.650716037947625,4,21,11,1,1,21.18,3814
1,6,-73.9932767038665,40.69194184980021,-73.85468466490661,40.82446295923148,5,6,9,0,1,6.78,1230
1,5,-73.7797276809199,40.81499557487653,-73.98476189691883,40.74963100794478,2,25,2,4,1,13.63,2418
1,3,-73.84774391535112,40.6410316850758,-73.98885415188505,40.63882971109569,15,15,3,5,1,17.55,3205
1,6,-73.86001932479876,40.717253935853556,-73.95263071472336,40.83237846764518,17,20,4,3,0,5.51,1395
2,3,-74.02015113214581,40.71140077892651,-74.0478609939337,40.73764643424411,13,2,8,1,1,21.59,3946
2,2,-73.86874781854821,40.692656082334906,-73.84549045897515,40.82108961114342,14,16,1,3,1,20.85,3760
2,2,-74.01371180132845,40.83058595304033,-73.96939966461164,40.81851534992518,3,5,9,4,1,26.67,4869
2,4,-74.02639069744137,40.79520424657368,-73.80544503031217,40.80946534924057,10,23,5,4,0,17.23,3470
2,2,-73.89180673130728,40.64406309612223,-73.94224820483221,40.64350866424498,4,28,4,0,0,17.44,3170
1,2,-73.92916433978606,40.78723123887569,-73.90601305196101,40.684354661993325,8,4,8,6,1,18.77,3718
1,3,-73.87335691895314,40.746005809288334,-73.7602933250319,40.8226205319424,4,28,9,3,1,8.58,1716
2,4,-74.02323334958282,40.82819093676835,-73.97734836308581,40.82777803233146,6,1,3,6,0,22.88,4013
1,2,-73.92070508114583,40.69884803581664,-73.83362377077108,40.73077514972114,17,8,4,4,0,20.04,3888
2,6,-73.99756398548645,40.75631563991411,-73.82346466320837,40.72680912288393,17,21,1,2,1,25.25,4945
2,2,-73.75386997422277,40.74016616044302,-73.9837005527429,40.66853093945495,19,10,12,4,0,23.17,4300
1,4,-73.88165493626944,40.737703399370076,-73.89970094901634,40.84305037351206,23,15,3,4,0,19.34,3687
1,5,-73.84376894171774,40.73034318789379,-73.94493942240611,40.67689046457899,1,2,10,3,0,5.25,1025
1,4,-73.95237451579521,40.675238484617104,-73.81842812697997,40.67200609255717,22,19,5,5,0,27.61,5124
2,3,-74.0215783255662,40.796256182948326,-73.86325500429129,40.77536037343282,12,12,8,4,0,11.33,2203
1,5,-73.75723874116494,40.72929392720265,-73.90720508354184,40.6834257466601,12,10,1,1,0,28.95,5310
2,6,-73.96412228938505,40.84087358050058,-73.81619102048569,40.83652975442317,16,12,1,5,0,12.36,2316
2,1,-73.92285754444792,40.68737785398241,-73.97945332899748,40.63239953896992,21,26,3,4,1,4.81,893
2,4,-73.85504082348923,40.78020364471795,-73.8239134358247,40.63126571771113,16,21,9,2,0,26.6,5153
1,3,-74.04259081069416,40.83695775752061,-73.79038770637216,40.741072896315835,5,27,9,4,1,23.95,4210
1,6,-73.80692226084481,40.77596083106354,-73.78641352095772,40.73737374118097,13,20,1,0,1,23.7,4111
2,5,-73.88902654299142,40.821680039675826,-73.81489792209412,40.6659400848182,20,25,4,3,1,3.14,670
1,6,-73.96653484387934,40.81204581114654,-73.92759574990052,40.73879430385347,13,9,12,2,1,26.44,4669
1,4,-74.03151760441226,40.709225897407585,-73.75545759318466,40.720565443137396,11,8,8,1,1,18.09,3543
1,2,-74.00125047535766,40.76202726678669,-73.93612190685327,40.825872495575325,4,2,2,6,1,14.38,2639
2,4,-73.78148984234397,40.6643774947585,-73.85841238026927,40.63203586244774,4,21,4,4,0,27.44,5141
2,1,-73.84419273281924,40.74781569419304,-74.00167774657916,40.84477935710725,3,24,7,4,0,20.15,3640
1,4,-73.97502948350893,40.68069283379916,-73.75586533040908,40.76736640814509,22,24,7,6,1,4.42,925
2,5,-74.03031977051648,40.79362209928954,-73.8388042234406,40.663405558041966,12,7,5,6,1,15.83,2905
1,5,-73.842815406284,40.74617285281627,-73.8239867364261,40.64028720303846,3,4,7,6,0,19.28,3641
1,4,-73.87827768220967,40.720470019778965,-74.03026698897665,40.74838324488303,17,19,6,1,0,27.01,4957
1,5,-73.92864414266253,40.68913536115674,-73.82097465573379,40.681675836513804,15,8,2,6,1,8.76,1733
1,2,-73.94091656524297,40.84971366600509,-73.81758297123382,40.69625641814028,17,24,9,4,1,23.93,4707
2,6,-73.98495571722127,40.645776314594684,-73.84846818209132,40.683929076263595,1,13,5,6,1,24.09,4377
2,4,-73.84911662303874,40.63958334972593,-73.9624271158629,40.773037908985955,22,26,2,0,0,4.28,761
2,2,-73.75879959166184,40.67779662810865,-73.90309298735174,40.75177637166555,3,21,6,5,0,1.01,165
1,6,-73.99728542624895,40.843635940898125,-74.01686968860739,40.6471543731748,19,3,10,5,0,17.65,3570
1,6,-73.87086501399534,40.8454323970304,-73.90852388006225,40.74583583729854,16,5,5,2,1,23.79,4787
1,2,-73.9227444832762,40.77408410164987,-73.97685284421988,40.804061748423926,19,20,2,4,0,16.86,3290
2,3,-73.9159933834766,40.82362346678541,-73.94527090405177,40.647862809980474,5,8,10,1,1,24.49,4233
1,4,-73.97375581596165,40.677071580784975,-74.00121987747889,40.82574257477069,17,2,10,6,1,18.86,4032
2,6,-73.80245953730157,40.84384926071886,-73.98098368967592,40.757227462878504,19,27,7,1,0,19.77,3999
2,6,-73.90442331875583,40.66141266703071,-74.02702940745397,40.83913738323947,6,24,10,2,0,1.33,252
2,5,-73.88697824434053,40.652247541399966,-73.77402959006892,40.66259106789892,12,10,2,0,0,3.11,752
2,6,-73.9585717261608,40.6546865386344,-73.89087679360738,40.848584299857734,8,22,7,2,1,21.89,4412
2,2,-73.99545746029992,40.75608814311997,-73.93097740862117,40.77174003051333,1,16,6,4,0,23.0,4219
2,6,-74.02422688353916,40.80181436815797,-73.88949123616936,40.754848723885836,7,4,12,5,1,16.49,3270
1,3,-73.83576425772253,40.710666779132424,-73.86151203145553,40.74336151730466,13,27,12,0,0,17.91,3333
1,4,-73.99112971549364,40.84513711731295,-73.7734363619892,40.63520396208163,21,14,4,0,1,18.62,3522
2,4,-73.84297739374335,40.72557243038604,-73.9963921143141,40.83672062214091,23,3,4,1,0,3.6,481
2,6,-73.93288706618591,40.66309868117011,-73.96133425040944,40.77167878402793,17,10,12,0,1,20.2,4022
1,1,-73.9252675597031,40.732512684600955,-73.75726319909677,40.65015782658985,0,13,6,4,0,14.61,2675
2,1,-73.90924675117216,40.77938817639294,-73.93864210400544,40.6346094774648,22,5,9,6,1,18.27,3330
2,2,-73.93968744756174,40.81308967171096,-74.0432315047728,40.64117240063209,8,22,10,4,0,17.11,3405
1,1,-74.01981400683322,40.73092902379045,-74.00570695220885,40.7640670679551,8,17,6,6,0,23.01,4594
2,2,-73.95711045699915,40.76059350173082,-74.04209838947543,40.76508339127681,1,17,6,4,0,9.9,1776
2,5,-73.85087969179182,40.68881583667495,-73.75302305727378,40.73992680419192,15,11,11,5,0,11.52,2123
2,2,-73.85026467955933,40.772101635809214,-73.96633874530264,40.697488480543655,3,26,1,3,1,12.05,2226
1,1,-73.964132707828,40.84691382766908,-73.77293717291913,40.74698340095522,12,19,5,0,0,22.99,4126
1,6,-73.91196921203269,40.64079178596932,-73.75123411727209,40.743586400592775,16,18,1,0,1,13.22,2573
1,5,-73.99196583159642,40.82503674755514,-73.87004763365707,40.63427142317285,10,28,11,4,0,5.72,1405
2,1,-73.98688837554104,40.75370215060886,-74.04004110548033,40.69214323067205,22,17,9,6,0,29.5,5347
2,2,-74.04308587347802,40.685461705103705,-74.02552251088392,40.64170077512278,1,11,10,1,0,15.05,2685
1,3,-73.78097603502768,40.84007573620204,-73.90552328346763,40.82803404531849,3,15,4,5,0,3.72,683
2,4,-73.98678800047753,40.73633794667296,-73.92814839612656,40.78954909581273,11,8,2,0,1,20.27,3307
2,1,-73.98173983691906,40.70297185536815,-73.86814680826546,40.849145337442444,1,12,9,3,1,22.31,4170
2,2,-73.96611957020646,40.669929478219586,-73.91834565708659,40.69647767792716,0,17,6,0,0,15.26,2874
